AID	Panel ID	SID	CID	Activity	AC Value (micromolar)	AC Name	BioAssay Name	Protein Accession	Target Name	Outcome Method	PubMed ID	GeneID	Target Count (active)	Target Count (tested)
326467	0	103578383	16059788	Active		IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578390	24822273	Active	2.05	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578438	24824607	Active	3.02	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578474	44457418	Active	1.5	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578475	44457419	Active	0.512	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578517	44457436	Active	2.12	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578518	44457437	Active	1.09	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578519	24824456	Active	2.13	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578521	24822272	Active	5.52	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578557	44457447	Active	3.96	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578559	14034883	Active	0.19	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326467	0	103578560	44457448	Active	0.361	IC50	Inhibition of purified human recombinant IDO	P14902		Confirmatory	18318466	3620	1	1
326468	0	103577973	44457253	Unspecified	87	IC50	Inhibition of purified human recombinant IDO expressed in TREx cells	P14902		Confirmatory	18318466	3620	1	1
326468	0	103578066	44457280	Active	6.8	IC50	Inhibition of purified human recombinant IDO expressed in TREx cells	P14902		Confirmatory	18318466	3620	1	1
326468	0	103578107	12239942	Unspecified	69	IC50	Inhibition of purified human recombinant IDO expressed in TREx cells	P14902		Confirmatory	18318466	3620	1	1
361930	0	103209807	13886	Unspecified	161	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103215831	17155	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	2
361930	0	103442054	3040177	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	4	8
361930	0	103644560	595209	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644561	23084917	Unspecified	60	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644562	24971330	Active	38	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	1	1
361930	0	103644563	10444038	Active	32	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	3	3
361930	0	103644564	2748782	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644565	2927458	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644566	24971324	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644633	13588912	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644634	11579206	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644635	24971325	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644636	10307884	Active	4.8	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	1	1
361930	0	103644637	24971326	Active	5.3	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	1	1
361930	0	103644638	24971327	Active	7.6	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	1	1
361930	0	103644639	24971328	Active	7.7	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	1	1
361930	0	103644640	24971329	Active	25	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	1	1
361930	0	103644641	24971331	Unspecified	73	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644642	657876	Unspecified	123	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	6	506
361930	0	103644711	23084904	Unspecified	179	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644712	20373984	Unspecified	209	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644713	24971332	Unspecified	365	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644714	24971333	Unspecified	734	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644715	10511388	Unspecified	825	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644716	12463137	Unspecified	1200	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644717	16217010	Active	26	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	1	1
361930	0	103644718	5409210	Active	35	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	2	271
361930	0	103644782	11137298	Inactive		IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644783	11423685	Unspecified	422	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	0	1
361930	0	103644784	10559053	Active	41	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of L-tryptophan substrate	P14902		Confirmatory	18665584	3620	1	1
361931	0	103176151	69590	Active	4.4	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase by Eadie-Hofstee plot	P14902		Confirmatory	18665584	3620	4	16
361931	0	103644636	10307884	Active	8.9	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase by Eadie-Hofstee plot	P14902		Confirmatory	18665584	3620	1	1
361931	0	103644638	24971327	Active	5.3	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase by Eadie-Hofstee plot	P14902		Confirmatory	18665584	3620	1	1
361931	0	103644639	24971328	Active	4.8	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase by Eadie-Hofstee plot	P14902		Confirmatory	18665584	3620	1	1
361932	0	103176151	69590	Active	48	IC50	Inhibition of human recombinant indoleamine 2,3-dioxygenase in presence of D-tryptophan substrate	P14902		Confirmatory	18665584	3620	4	16
379168	0	103579810	16091658	Active	0.14	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	1	1
379168	0	103579811	16059787	Active	0.69	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	1	1
379168	0	103579812	44559102	Active	0.12	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	1	1
379168	0	103579813	16091656	Active	1.4	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	1	1
379168	0	103579830	16091659	Active	3.1	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	1	1
379168	0	103579831	15940065	Active	3.2	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	1	1
379168	0	103579832	356405	Active	1.2	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	1	1
379168	0	103579833	21609882	Active	2.3	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	1	1
379168	0	103579834	676159	Active	6.6	Ki	Inhibition of human indoleamine 2,3-dioxygenase expressed in Escherichia coli by spectrophotometric activity assay	P14902		Confirmatory	17067170	3620	2	4
384942	0	103579810	16091658	Active	0.14	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384942	0	103621381	98112	Unspecified	62	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	2
384942	0	103621382	24825243	Active	0.041	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384942	0	103621383	24825244	Active	1.49	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384942	0	103621384	24825245	Active	10.9	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384942	0	103621449	152300	Active	0.19	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384942	0	103621450	24825246	Active	0.42	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384942	0	103621451	24788785	Active	0.26	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384942	0	103621452	24825247	Active	0.2	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384942	0	103621516	24825249	Active	0.26	Ki	Inhibition of human recombinant indoleamine 2,3-dioxygenase	P14902		Confirmatory	18393489	3620	1	1
384943	0	103621385	75421	Inactive			Inhibition of human recombinant indoleamine 2,3-dioxygenase at =< 500000 nM	P14902		Literature	18393489	3620	0	29
384943	0	103621453	24825248	Inactive			Inhibition of human recombinant indoleamine 2,3-dioxygenase at =< 500000 nM	P14902		Literature	18393489	3620	0	1
439708	0	103700213	11955091	Active	0.5	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700216	5827772	Active	6	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700211	11978511	Active	0.086	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700254	11977720	Active	0.073	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700255	5852646	Active	0.55	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	3	460
439708	0	103700272	11977838	Active	0.43	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700398	5755869	Active		IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700399	5367120	Active	3.2	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	2	509
439708	0	103700403	11978510	Active	6.5	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700335	44597278	Active	2.1	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700336	11978623	Active	25	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700337	11978624	Active	4.4	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700349	11978742	Active	0.067	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	2	4
439708	0	103700367	44597383	Active	0.059	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700369	44597274	Unspecified	20	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	0	1
439708	0	103700368	44597169	Unspecified	20	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	0	1
439708	0	103700374	44597275	Active	1.4	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439708	0	103700375	44597276	Unspecified	20	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	0	1
439708	0	103700376	44597277	Unspecified	20	IC50	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	0	1
439709	0	103700376	44597277	Unspecified	2	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	0	1
439709	0	103700375	44597276	Unspecified	2	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	0	1
439709	0	103700374	44597275	Unspecified	2	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700368	44597169	Unspecified	2	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	0	1
439709	0	103700369	44597274	Unspecified	2	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	0	1
439709	0	103700367	44597383	Active	0.012	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700349	11978742	Active	0.019	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	2	4
439709	0	103700337	11978624	Active	0.97	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700336	11978623	Active	6.8	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700335	44597278	Active	0.225	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700403	11978510	Active	1.5	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700399	5367120	Active	0.49	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	2	509
439709	0	103700398	5755869	Active	1	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700272	11977838	Active	0.054	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700255	5852646	Active	0.12	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	3	460
439709	0	103700254	11977720	Active	0.017	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700211	11978511	Active	0.019	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700216	5827772	Active	2.4	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
439709	0	103700213	11955091	Active	0.27	IC50	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	P14902		Confirmatory	19507862	3620	1	1
443993	0	103707654	45487229	Active	25	IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	1	1
443993	0	103707655	44465951	Unspecified	90	IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	0	1
443993	0	103707642	44465947	Active	4	IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	1	3
443993	0	103707628	13879745	Inactive		IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	0	1
443993	0	103707629	22419215	Inactive		IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	0	1
443993	0	103707630	18707293	Inactive		IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	0	1
443993	0	103707631	45487219	Active	4.5	IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	1	3
443993	0	103707632	44465702	Active	2.5	IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	2	3
443993	0	103707621	23228184	Inactive		IC50	Inhibition of human recombinant IDO expressed in Escherichia coli BL21 AI	P14902		Confirmatory	20055453	3620	0	1
