AID	Panel ID	SID	CID	Activity	AC Value (micromolar)	AC Name	BioAssay Name	Protein Accession	Target Name	Outcome Method	PubMed ID	GeneID	Target Count (active)	Target Count (tested)
502207	0	103174559	66036	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	9
502207	0	103346959	7815	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	2
502207	0	103677340	2818221	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	9
502207	0	103755328	735843	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	103623743	67430	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	10
502207	0	104245411	118986	Active	1.1	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245413	7400	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	27
502207	0	104245345	80407	Active	9.4	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245344	78252	Active	6.5	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245343	85171	Active	1.9	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245346	95756	Active	4.6	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245342	7509	Active	13	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	3	27
502207	0	104245341	580759	Active	15	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245340	80409	Active	1.1	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245339	13397	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245338	1484508	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	2	465
502207	0	104245337	12398786	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	123083298	23664783	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245273	12398790	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245272	49866160	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245271	49866159	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245270	49866157	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245269	14736078	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245268	2830968	Active	7.3	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245267	15945669	Active	1.1	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	18	457
502207	0	104245266	49866155	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245180	2732069	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245181	24192237	Unspecified	10	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245179	78062	Active	2.2	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245178	49866094	Active	2.6	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245177	13885856	Active	10	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245176	49866093	Active	1.2	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245175	49866092	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245174	49866091	Unspecified	20	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502207	0	104245173	49866090	Active	2.5	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245096	12465608	Active	0.8	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245097	12526770	Active	6.8	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	8
502207	0	104245095	2803022	Active	2	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245093	13266247	Active	1.4	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245094	68342	Active	0.6	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	1	1
502207	0	104245092	199161	Active	4.8	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	10	449
502207	0	104245091	10852	Unspecified	10	IC50	Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production	P14902		Confirmatory	20688518	3620	0	1
502209	0	104245094	68342	Active			Inhibition of indoleamine-2,3-dioxygenase in human A431 cells assessed as inhibition of IFN-gamma-stimulated kynurenine production at 10 uM	P14902		Literature	20688518	3620	1	1
625728	0	136931981	9920916	Active	31.6	IC50	Inhibition of indoleamine-2,3-dioxygenase in human HEK293 cells assessed as N-formylkynurenine level after 5 hrs by spectrophotometric analysis	P14902		Confirmatory	21925773	3620	2	4
625728	0	136925553	9964258	Active	19.3	IC50	Inhibition of indoleamine-2,3-dioxygenase in human HEK293 cells assessed as N-formylkynurenine level after 5 hrs by spectrophotometric analysis	P14902		Confirmatory	21925773	3620	2	4
625728	0	103469191	137153	Unspecified	251.2	IC50	Inhibition of indoleamine-2,3-dioxygenase in human HEK293 cells assessed as N-formylkynurenine level after 5 hrs by spectrophotometric analysis	P14902		Confirmatory	21925773	3620	3	5
625731	0	136925553	9964258	Unspecified			Ratio of IC50 for human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 to IC50 for indoleamine-2,3-dioxygenase in human HEK293 cells	P14902		Literature	21925773	3620	2	4
625731	0	136931981	9920916	Unspecified			Ratio of IC50 for human recombinant indoleamine-2,3-dioxygenase expressed in Escherichia coli BL21 to IC50 for indoleamine-2,3-dioxygenase in human HEK293 cells	P14902		Literature	21925773	3620	2	4
687187	0	163323341	60156094	Active	7	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	134455312	53391942	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	3	20
687187	0	136944953	9877471	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163319923	60154725	Active	34	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163330210	11694196	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163337166	60156092	Active	3.5	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	103469191	137153	Active	8.9	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687187	0	136925553	9964258	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163323342	60156095	Unspecified	56	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	103469199	9877511	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687187	0	163326740	11275256	Active	2.9	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163313023	9920458	Active	1.7	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163316429	19702149	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	103700349	11978742	Active	0.06	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163326741	21723626	Active	24	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163326739	6409664	Active	0.62	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163337167	22009901	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163333759	60156093	Active	2.9	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	103469231	9964175	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687187	0	163323340	60156091	Active	1.1	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	103469230	9815283	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687187	0	103469241	6400901	Active	0.94	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687187	0	136931981	9920916	Active	2.6	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	103469198	9812842	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	3	5
687187	0	163333758	9899225	Active	9	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163313039	60154726	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163333760	9920462	Unspecified	70	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163337181	60154723	Active	0.08	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	103469265	6419227	Active	7	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	4	6
687187	0	163319922	60154724	Active	14	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687187	0	163330209	71458329	Unspecified	100	IC50	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	P14902		Confirmatory	22616902	3620	2	4
687192	0	103469241	6400901	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	3	5
687192	0	103469198	9812842	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	3	5
687192	0	163333758	9899225	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	136931981	9920916	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163337167	22009901	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163326739	6409664	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163326740	11275256	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163313023	9920458	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163316429	19702149	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	103469199	9877511	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	3	5
687192	0	163323342	60156095	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	103469230	9815283	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	3	5
687192	0	163330209	71458329	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163337166	60156092	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163330210	11694196	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	136944953	9877471	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163319923	60154725	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163323341	60156094	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	134455312	53391942	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	3	20
687192	0	163333760	9920462	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163313039	60154726	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	103700349	11978742	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	163326741	21723626	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	136925553	9964258	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	103469191	137153	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	3	5
687192	0	163323340	60156091	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	103469231	9964175	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	3	5
687192	0	163319922	60154724	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
687192	0	103469265	6419227	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	4	6
687192	0	163333759	60156093	Active			Inhibition of human IDO1 transfected in HEK293 clone 6 cells by HPLC analysis	P14902		Literature	22616902	3620	2	4
